2026-01-23 22:46:36.0587||INFO|Rafeek.API.Program|Application starting up |url: |action: 
2026-01-23 22:47:32.8021||INFO|Rafeek.API.Program|Application starting up |url: |action: 
2026-01-23 22:48:07.8049||INFO|Rafeek.API.Program|Application starting up |url: |action: 
2026-01-23 22:51:49.2694||INFO|Rafeek.API.Program|Application starting up |url: |action: 
2026-01-23 22:52:10.8570||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload started - Type: Image, Name: pexels-olly-3757055.jpg, Size: 690179 bytes (0.66 MB) |url: https://localhost/v1/api/images|action: UploadImage
2026-01-23 22:52:10.9284||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload completed - Type: Image, Name: 020260123205210848.jpg, Size: 690179 bytes, Duration: 0.07s, Throughput: 8.78 MB/s |url: https://localhost/v1/api/images|action: UploadImage
2026-01-23 22:52:23.9249||INFO|Rafeek.API.Program|Application starting up |url: |action: 
2026-01-23 22:52:40.3101||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload started - Type: Image, Name: pexels-veeterzy-303383.jpg, Size: 1593847 bytes (1.52 MB) |url: https://localhost/v1/api/images|action: UploadImage
2026-01-23 22:52:40.3315||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload completed - Type: Image, Name: 020260123205240303.jpg, Size: 1593847 bytes, Duration: 0.02s, Throughput: 66.41 MB/s |url: https://localhost/v1/api/images|action: UploadImage
2026-01-23 22:54:02.4698||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Batch upload started - Type: Video, Count: 2 |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
2026-01-23 22:54:02.4794||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload started - Type: Video, Name: recording.webm, Size: 89269617 bytes (85.13 MB) |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
2026-01-23 22:54:02.4794||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload started - Type: Video, Name: chrome-extension___gpmljinohlbfgmeoaeceoajachkabijo_setup-react.html_from=install.webm, Size: 2201156 bytes (2.10 MB) |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
2026-01-23 22:54:02.4944||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload completed - Type: Video, Name: 320260123205402483.webm, Size: 2201156 bytes, Duration: 0.01s, Throughput: 191.83 MB/s |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
2026-01-23 22:54:02.8964||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Upload completed - Type: Video, Name: 320260123205402479.webm, Size: 89269617 bytes, Duration: 0.42s, Throughput: 204.26 MB/s |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
2026-01-23 22:54:02.8964||INFO|Rafeek.Application.Common.Services.UploadPerformanceLogger|Batch upload completed - Type: Video, Count: 2, Total Duration: 0.43s, Avg per file: 0.21s |url: https://localhost/v1/api/video/uploadmultiple|action: UploadListOfVideos
